Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret_lagged,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility,prophet_predicted_price,llama_sentiment,llama_sentiment_confidence,gemini_sentiment,gemini_sentiment_confidence,pct_change_adj_close,price_change_direction,AAPL,KO,TSLA,V,XOM
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.98484420776367,322423600,67.02274475097656,72.47254486083985,75.6432373046875,69.70713214650019,72.383350590896,-2.676218444395815,-1.8616225013361511,-0.8145959430596634,45.06857355224591,60.0,76.0,48.864528111049104,23.61549100217703,72.47254486083985,82.68100193756166,62.26408778411803,5.112928118024554,0.1198081647626605,-1287519600,75.98306882645257,-3.826606907798325,-14.436543055531326,5.104228538360908,103314103.78085697,55.10473075110596,1.0,0.9609375,0.0,0.9990290150708409,-12.864695983611895,-1,True,False,False,False,False
2020-03-16,93.9000015258789,98.9739990234375,88.43399810791016,89.01399993896484,89.01399993896484,102447500,119.78919830322266,147.97129859924317,131.658839263916,131.8988579091464,137.6120156027056,-5.713157693559197,2.155608445073641,-7.868766138632838,22.64265108506862,88.43399810791016,162.66200256347656,12.583185620507365,8.859695174065175,147.97129859924317,192.18208968037615,103.76050751811016,14.3302857535226,-0.0248506207976572,843833500,135.76689228691862,-22.297721213454192,-32.012440657498175,22.10539554056651,22436501.571980324,98.52376312551904,1.0,0.97119140625,0.0,0.9920594092323056,-18.577803614478427,-1,False,False,True,False,False
2020-03-16,42.2400016784668,47.880001068115234,41.16999816894531,45.2599983215332,42.16722106933594,28682300,46.8774887084961,51.64008140563965,52.3947705078125,49.14445544210108,51.01513643509523,-1.8706809929941528,-0.7453583219347436,-1.125322671059409,32.38235706151542,41.16999816894531,59.0,-11.533959743581995,-22.643649027874563,51.64008140563965,58.58510487812688,44.69505793315241,4.807261058262417,0.0367915396572438,-52532600,53.05375832321894,-11.518113130433106,-17.97502304943186,3.4725117362436175,9404606.06703327,39.898079218871885,1.0,0.80078125,0.0,0.9995510275211166,-6.622663240148197,-1,False,True,False,False,False
2020-03-16,34.400001525878906,37.880001068115234,33.25,34.4900016784668,30.18636703491211,48924700,35.45519104003906,44.751785850524904,52.020847396850584,39.95498528883001,44.98063006783625,-5.025644779006242,-3.63296731427365,-1.3926774647325924,22.840960611142737,33.25,54.81999969482422,-7.524547357668822,-16.88455097572915,44.751785850524904,57.76194927471468,31.741622426335127,6.407006672450472,0.0252823125332122,-628827800,48.856082400913735,-20.06710109032417,-37.436411818928505,6.505081712094888,20873685.78837202,29.13611895197677,1.0,0.87548828125,1.0,0.996084423470127,-9.52253928587844,-1,False,False,False,False,True
2020-03-16,151.13999938964844,165.30999755859375,147.97999572753906,152.00999450683594,149.84469604492188,23692000,170.06058349609376,187.16984176635745,193.296423034668,177.89009344157952,185.37835098147067,-7.488257539891151,-4.688898270335985,-2.7993592695551666,40.365916566543774,147.97999572753906,194.4900054931641,38.0779044877919,15.000657209339508,187.16984176635745,217.0146368001404,157.32504673257444,11.85746983119421,0.0983883967271879,7453800,195.97302967815816,-4.626799479299604,-15.221784380613002,14.9223975168915,5709885.879678104,141.55426075943208,1.0,0.72802734375,0.0,0.999998569577201,-13.54719208596138,-1,False,False,False,True,False
2020-03-17,88.00199890136719,94.37000274658205,79.19999694824219,86.04000091552734,86.04000091552734,119973000,113.2719985961914,144.42169876098632,131.7180792236328,125.3011874521954,134.01216259057668,-8.710975138381272,0.5818552173470736,-9.292830355728343,20.056698992972898,79.19999694824219,161.39599609375,0.7813787199437405,5.957350576267603,144.42169876098632,195.43966805086689,93.40372947110576,14.882428850446429,-0.1857780361447842,723860500,135.10435962000454,-26.797696500046587,-44.368335079604506,25.508984644940277,22476320.750315305,60.8889441880135,1.0,0.92626953125,0.0,0.9999718674508652,-3.341046380880208,-1,False,False,True,False,False
2020-03-17,61.87749862670898,64.40249633789062,59.59999847412109,63.21500015258789,62.62238693237305,324056000,65.8359748840332,71.4479902267456,75.35878486633301,68.21139554054072,71.46494271066398,-3.2535471701232552,-2.024541689948084,-1.229005480175171,40.05291209240122,59.59999847412109,76.0,-0.0947237014770507,15.012359051540876,71.4479902267456,82.36301097445309,60.53296947903811,5.232737949916294,-0.1286469598361189,-1611575600,75.53024883440179,-9.00177023516524,-25.462384749845047,5.457510373853746,97200596.52388752,63.2049168221734,1.0,0.80322265625,0.0,0.9999959466272526,4.397015211832467,1,True,False,False,False,False
2020-03-17,155.75,163.6999969482422,149.25,157.88999938964844,155.64096069335938,22298000,166.29105529785156,184.2973503112793,192.53081420898437,173.57541691901682,182.74622839357815,-9.17081147456136,-5.248770124247018,-3.922041350314343,36.27726178929521,147.97999572753906,194.4900054931641,4.009245164168917,14.606043926383188,184.2973503112793,216.91642927525712,151.67827134730146,12.33292279924666,-0.1354719208596138,-14844200,193.95247574719724,-11.17279025375877,-27.71410825296311,16.309539481988924,5728174.219582953,155.97334962909878,0.0,0.640625,0.0,0.999998569577201,3.868181391418646,1,False,False,False,True,False
2020-03-17,35.209999084472656,37.380001068115234,34.20000076293945,36.810001373291016,32.21687698364258,41204400,34.16511611938476,43.6069974899292,51.40107688903809,38.45212094207341,43.88475873206409,-5.432637789990686,-3.911502807220169,-1.521134982770517,21.883016076796167,33.25,54.150001525878906,-14.203212834643749,-14.38889046321385,43.6069974899292,57.5282163309944,29.685778648864,6.393477848597933,-0.0952253928587844,-670032200,48.118670917208874,-17.606299891442234,-43.13271788479947,6.960609420532598,19647201.816340152,30.057824967043985,0.0,0.5849609375,0.0,0.923597489654662,6.726579407127975,1,False,False,False,False,True
2020-03-17,45.880001068115234,47.5,45.369998931884766,47.18000030517578,43.956016540527344,32106700,45.73169937133789,50.98005142211914,52.222376098632814,48.071034769367984,50.35973529689085,-2.288700527522863,-0.9704228561466256,-1.3182776713762376,29.79101522771576,41.16999816894531,59.0,5.592948951097426,-9.95031866916614,50.98005142211914,58.87721504663507,43.082887797603206,4.826075690133231,-0.0662266324014819,-84639300,52.92013586557656,-11.96117968159941,-23.8416457322006,3.948581812257967,9215812.299913496,35.786381780773404,0.0,0.76611328125,0.0,0.9999967814539514,4.2421469231991304,1,False,True,False,False,False
