Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility,prophet_predicted_price,llama_sentiment,llama_sentiment_confidence,gemini_sentiment,gemini_sentiment_confidence,pct_change_adj_close,price_change_direction
2020-03-13,119.0,121.51399993896484,100.4000015258789,109.3239974975586,109.3239974975586,113201500,119.78919830322266,147.97129859924317,131.658839263916,131.8988579091464,137.6120156027056,-5.713157693559197,0.5818552173470736,-6.29501291090627,22.64265108506862,100.4000015258789,171.32000732421875,12.583185620507365,8.859695174065175,147.97129859924317,192.18208968037615,103.76050751811016,13.832429613385882,-0.0248506207976572,1024803500,134.04979949280602,-22.297721213454192,-32.012440657498175,22.10539554056651,22436501.571980324,112.71762483418398,1.0,0.96728515625,0.0,0.9443784530290268,-2.485062079765721,-1
2020-03-16,93.9000015258789,98.9739990234375,88.43399810791016,89.01399993896484,89.01399993896484,102447500,113.2719985961914,144.42169876098632,131.7180792236328,125.3011874521954,134.01216259057668,-8.710975138381272,-1.2767108537985956,-7.434264284582676,20.056698992972898,88.43399810791016,162.66200256347656,0.7813787199437405,5.957350576267603,144.42169876098632,195.43966805086689,93.40372947110576,14.3302857535226,-0.1857780361447842,922356000,133.1974935791266,-26.797696500046587,-44.368335079604506,25.508984644940277,22476320.750315305,104.23876927041408,1.0,0.97119140625,0.0,0.9920594092323056,-18.577803614478427,-1
2020-03-17,88.00199890136719,94.37000274658205,79.19999694824219,86.04000091552734,86.04000091552734,119973000,104.66679992675782,140.13969917297362,131.6668392944336,119.26100490809264,130.4586691331656,-11.197664225072984,-3.2609015280534734,-7.93676269701951,20.27017029700032,79.19999694824219,161.39599609375,8.321577739053467,7.228714026501521,140.13969917297362,195.69840269586865,84.58099565007862,14.882428850446429,-0.033410463808802,802383000,132.17502371243145,-33.33642885018554,-49.88350152250156,27.779351761447504,23319759.781575717,89.64011698905429,1.0,0.92626953125,0.0,0.9999718674508652,-3.341046380880208,-1
2020-03-18,77.80000305175781,80.97200012207031,70.10199737548828,72.24400329589844,72.24400329589844,118931000,93.74640045166016,134.57769966125488,131.30555938720704,112.02762004467814,126.1464716637384,-14.118851619060266,-5.432491546254832,-8.686360072805433,21.39487094539774,70.10199737548828,161.39599609375,2.346272428071098,3.8164096290227665,134.57769966125488,194.0039674583217,75.15143186418804,14.452286856515068,-0.1603439966623616,683452000,130.9139881344641,-43.04589587884825,-60.62653645917144,29.71313389853342,22740419.58222538,91.84861011409252,1.0,0.966796875,0.0,0.9999440934901456,-16.034399666236165,-1
2020-03-19,74.94000244140625,90.4000015258789,71.69200134277344,85.52799987792969,85.52799987792969,150977500,88.43000030517578,129.8599994659424,131.13987945556642,107.95075540363992,123.13769597590073,-15.18694057226081,-7.383381351456028,-7.803559220804781,30.32722964113097,70.10199737548828,161.39599609375,16.897060835342415,9.188303667488992,129.8599994659424,189.12354176816743,70.59645716371733,14.660000937325616,0.1838768060460658,834429500,129.73321534006527,-23.710641858624214,-52.45327599277514,29.631771151112527,26269484.468362793,73.83941042945024,1.0,0.9482421875,0.0,0.9999911785278358,18.387680604606583,1
2020-03-20,87.63999938964844,95.4000015258789,85.15799713134766,85.50599670410156,85.50599670410156,141427500,83.66640014648438,125.12529945373537,130.88143936157226,104.49771560371094,120.3501626965082,-15.852447092797249,-9.077194499724271,-6.775252593072976,20.478184359046637,70.10199737548828,161.39599609375,16.87295938931415,12.038764217575888,125.12529945373537,182.55738272992252,67.69321617754818,14.3101441519601,-0.0002572628128745,693002000,128.68101436376597,-21.786617155111745,-52.54939059257533,28.716041638093586,27603153.646296542,54.766249719442825,1.0,0.9755859375,0.0,0.9884023952682328,-0.02572628128745258,-1
2020-03-23,86.72000122070312,88.4000015258789,82.0999984741211,86.85800170898438,86.85800170898438,82272500,83.23520050048828,121.13029975891114,130.69323944091798,101.7839134660607,117.86926188261754,-16.08534841655684,-10.478825283090789,-5.6065231334660535,21.195060706674568,70.10199737548828,153.3040008544922,20.13894333412835,17.96965451959497,121.13029975891114,177.4741952138829,64.7864043039394,13.46200180053711,0.0158118150421835,775274500,128.11009354762518,-2.4220889202359097,-47.91374087124377,28.17194772748587,27367274.630610157,55.896792119913435,1.0,0.978515625,0.0,0.9993117165991934,1.5811815042183541,1
2020-03-24,95.45999908447266,102.73799896240234,94.8000030517578,101.0,101.0,114476000,86.22720031738281,118.18120002746582,130.80063949584962,101.66331139435906,116.61968692834957,-14.95637553399051,-11.374335333270732,-3.582040200719778,29.85797613988089,70.10199737548828,149.14999389648438,39.08764799156528,25.366516905002587,118.18120002746582,172.0843199958253,64.27808005910634,13.99928719656808,0.1628174493168521,889750500,127.60475825170984,17.387260489641477,-36.86789551894306,26.951559984179735,27419624.638443887,86.75708609023451,1.0,0.947265625,0.0,0.998829954353857,16.281744931685218,1
2020-03-25,109.0500030517578,111.4000015258789,102.22200012207033,107.8499984741211,107.8499984741211,106113500,93.34839935302736,115.78570022583008,130.85819946289064,102.61510940663014,115.9700803761845,-13.354970969554358,-11.770462460527458,-1.5845085090269002,34.96583746329647,70.10199737548828,141.39999389648438,52.94398572267966,37.39019234945776,115.78570022583008,166.84014932533518,64.73125112632499,14.29314477103097,0.0678217670705059,995864000,127.26922410946104,49.28574491143147,-30.758858322001416,25.527224549752543,26527349.74814724,106.88536293226036,1.0,0.90185546875,1.0,0.9999778289822996,6.782176707050591,1
2020-03-26,109.47799682617188,112.0,102.4499969482422,105.63200378417967,105.63200378417967,86903500,97.36920013427736,114.27730026245118,130.81915954589843,103.07924700317622,115.20429692492488,-12.125049921748657,-11.841379952771698,-0.283669968976957,35.54085702024949,70.10199737548828,133.60000610351562,55.95452065413955,49.32871812279482,114.27730026245118,164.61963255036528,63.93496797453706,14.400002070835658,-0.0205655514262583,908960500,126.97237647420334,23.505757102871037,-22.21502105274632,25.17116614395706,26319238.555552483,111.53203366065136,1.0,0.990234375,1.0,0.99998915280929,-2.0565551426258377,-1
2020-03-27,101.0,105.16000366210938,98.80599975585938,102.87200164794922,102.87200164794922,71887000,100.84240112304688,112.7409999847412,130.80259963989258,103.04736310237206,114.29079357107484,-11.243430468702767,-11.721790055957912,0.4783595872551434,41.074764819204354,70.10199737548828,133.60000610351562,51.607924293847354,53.50214355688885,112.7409999847412,162.47238633572752,63.00961363375489,13.480716705322264,-0.0261284652127731,837073500,126.70193823168842,20.309692434723292,-22.99885020568263,24.86569317549316,26566279.978029557,123.6333827943038,1.0,0.953125,0.0,0.9995887961039952,-2.612846521277312,-1
2020-03-30,102.052001953125,103.33000183105467,98.24600219726562,100.4260025024414,100.4260025024414,59990500,103.55600128173828,110.3261001586914,130.75715972900392,102.64407685622888,113.26377201043532,-10.61969515420644,-11.50137107560762,0.8816759214011789,35.66509416418002,70.10199737548828,130.71600341796875,50.028049797106256,52.53016491503106,110.3261001586914,157.31545923325257,63.336741084130246,12.986716134207589,-0.0237771123952517,777083000,126.45816463223596,15.620899084135376,-32.474917860018536,23.49467953728058,27857116.23808134,134.16857320259973,1.0,0.982421875,0.0,0.9999719867222898,-2.377711239525171,-1
2020-03-31,100.25,108.59200286865234,99.4000015258789,104.8000030517578,104.8000030517578,88857500,104.31600189208984,108.11100006103516,130.81115982055664,102.97575780938718,112.6368261616444,-9.661068352257216,-11.13331053093754,1.4722421786803217,39.19843282286039,70.10199737548828,121.51399993896484,67.49008781252807,56.37535396782723,108.11100006103516,151.43798921480652,64.7840109072638,13.063573019845146,0.0435544623934429,865940500,126.16457928875118,3.7623792591661376,-29.712546086603066,21.663494576885675,26764800.188523367,146.98794499403675,1.0,0.7021484375,0.0,0.9999701975232674,4.355446239344296,1
2020-04-01,100.8000030517578,102.79000091552734,95.0199966430664,96.31199645996094,96.31199645996094,66766000,102.0084014892578,105.43160018920898,130.54859970092772,101.95056375562928,111.42757951707524,-9.477015761445957,-10.802051577039222,1.325035815593267,41.7548674201399,70.10199737548828,121.51399993896484,50.98031155684338,56.16614972215924,105.43160018920898,144.2731020169365,66.59009836148147,12.505287715366906,-0.0809924269525533,799174500,125.8635873152821,-10.698193952157297,-35.74916585622372,19.420750913863756,27137715.137162726,108.18054103286931,1.0,0.7978515625,0.0,0.9999282392883814,-8.099242695255338,-1
2020-04-02,96.20600128173828,98.85199737548828,89.27999877929688,90.8939971923828,90.8939971923828,99292000,99.06080017089845,102.73089981079102,130.08823959350585,100.24955351512985,109.90657341894988,-9.657019903820045,-10.573045242395388,0.916025338575345,40.63839696678197,70.10199737548828,112.0,49.62527689740157,56.03189208892434,102.73089981079102,137.2904608686355,68.17133875294653,11.680859157017297,-0.0562546667779908,699882500,125.34698213439997,-13.952217191589575,-37.274688625753974,17.279780528922245,25548692.579318058,89.37105109124218,1.0,0.9873046875,1.0,0.9939947630920372,-5.625466677799085,-1
2020-04-03,101.9000015258789,103.0979995727539,93.6780014038086,96.0019989013672,96.0019989013672,112810500,97.68679962158204,100.496199798584,129.7194795227051,99.59608357455096,108.87660493616598,-9.280521361615016,-10.314540466239317,1.0340191046242992,54.1979039148403,70.10199737548828,112.0,61.816792934006266,54.140793796083734,100.496199798584,130.15133033717612,70.84106925999185,11.06043079921177,0.0561973492943983,812693000,124.86257725327364,-6.678204600404969,-31.76636188348048,14.827565269296064,24641270.43432957,76.12334649800414,1.0,0.99755859375,1.0,0.9999976158993604,5.619734929439835,1
2020-04-06,102.23999786376952,104.1999969482422,99.59200286865234,103.2480010986328,103.2480010986328,74509000,98.2511993408203,99.57859992980956,129.52515960693358,100.15791703979431,108.45967131857093,-8.301754278776613,-9.911983228746776,1.6102289499701623,59.83269285681589,70.10199737548828,112.0,79.11117868839172,63.51774950659985,99.57859992980956,127.57348459774887,71.58371526187025,10.56243024553571,0.0754776179682483,887202000,124.629461713527,2.8100278074125074,-15.09210329422329,13.997442333969662,25051446.294207852,74.01711861612917,1.0,0.9990234375,1.0,0.9999984503497856,7.547761796824837,1
2020-04-07,109.0,113.0,106.46800231933594,109.08999633789062,109.08999633789062,89599000,99.10919799804688,98.57980003356934,129.4748796081543,101.53208308565527,108.50636206074276,-6.974278975087472,-9.324442378014917,2.3501634029274427,73.1590142228021,71.69200134277344,113.0,90.5345119850648,77.1541612024876,98.57980003356934,123.38916863071228,73.7704314364264,10.120572771344865,0.0565821631130365,976801000,124.43050495884032,4.093504924817726,-15.47735175242706,12.404684298571464,24707006.74063089,50.40888177998832,1.0,0.99609375,1.0,0.9999734178258868,5.658216311303654,1
2020-04-08,110.83999633789062,111.44200134277344,106.66600036621094,109.76799774169922,109.76799774169922,63280000,101.80039825439454,97.72589988708496,129.40263961791993,102.7991468788928,108.59981655562842,-5.800669676735609,-8.619687837759054,2.819018161023445,68.1046807875334,82.0999984741211,113.0,89.54044628252214,86.39537898532622,97.72589988708496,119.41879185246492,76.033007921705,9.125429970877509,0.0062150648690881,1040081000,124.29910817766984,13.971261915780396,-13.463572236645115,10.846445982689977,24940525.352945603,105.84321799351872,1.0,0.9580078125,1.0,0.999989510354218,0.6215064869088183,1
2020-04-09,112.41799926757812,115.03600311279295,111.4219970703125,114.5999984741211,114.5999984741211,68250000,106.5415985107422,97.85039978027343,129.37067962646483,104.61466250892794,109.04427447551676,-4.429611966588837,-7.781672663525011,3.3520606969361744,70.27343393222775,82.0999984741211,115.03600311279295,98.67620665148948,92.91705497302549,97.85039978027343,119.91625940045152,75.78454016009536,8.770144326346259,0.0440201227300538,1108331000,124.20626133516012,26.080931650044036,2.2210309965332575,11.03292981008904,25805495.594064157,111.0995752754706,1.0,0.865234375,0.0,0.9549825841264616,4.402012273005385,1
2020-04-13,118.03199768066406,130.39999389648438,116.1060028076172,130.19000244140625,130.19000244140625,112377000,113.37919921875,98.89370002746584,129.41123962402344,108.54933019084768,110.6106246952123,-2.0612945043646107,-6.637597031692931,4.576302527328321,75.19536614916818,89.27999877929688,130.39999389648438,99.4893203307061,95.90199108823924,98.89370002746584,124.87029763814408,72.91710241678759,9.448715209960934,0.1360384308452298,1220708000,124.29911325739094,35.61176218337279,19.086390382233898,12.98829880533912,25778219.59598485,111.92372122018595,1.0,0.97900390625,1.0,0.9999933245767334,13.603843084522982,1
